campus	cdc_campus	school_level	sln	campus_name	fall_enrollment	cumul_enrollment	black	latino	white	native_amer	asian	pac_isl	two_plus	ecodis	el	atrisk	number_of_campuses	disd	year_growth_rate	rel_perf_staar_only_scale	d1_staar_raw	EcoDisRange	ay	parent_pct_pos	student_survey_pct	student_survey_scale	extracurricular_participation_pct	extracurricular_participation_scale	discr_removal_rate	discr_removal_rateNEW	original_disc_adm_rem_g21	dpop_rate_enr	dpop_rate_cumul	fac_pct_pos	mot30_item_smooshed	mot30_n	mot30_pct_pos	mot25_item_smooshed	mot25_n	mot25_pct_pos	hyg4_item_smooshed	hyg4_n	hyg4_pct_pos	hyg8_item_smooshed	hyg8_n	hyg8_pct_pos	hyg37_item_smooshed	hyg37_n	hyg37_pct_pos	hyg38_item_smooshed	hyg38_n	hyg38_pct_pos	mot19_item_smooshed	mot19_n	mot19_pct_pos	mot42_item_smooshed	mot42_n	mot42_pct_pos	hyg43_item_smooshed	hyg43_n	hyg43_pct_pos	hyg44_item_smooshed	hyg44_n	hyg44_pct_pos	hyg46_item_smooshed	hyg46_n	hyg46_pct_pos	hyg13_item_smooshed	hyg13_n	hyg13_pct_pos	hyg14_item_smooshed	hyg14_n	hyg14_pct_pos	BeliefsandPriorities	CollegeGoingCulture	CultureofFeedbackandSupport	PositiveCultureandEnvironment	TeacherPrincipalTrust	TeacherTeacherTrust	growth_tests_denominator	BothAlllevelstoDidNotMeet_1	BothAlllevelstoApproaches1	BothAlllevelstoMeets_1	BothAlllevelstoMasters_NA	year_growth_num	excr_acct_weight	stu_survey_acct_weight	extracurricular_spending_all_funds	extracurricular_spending_general_fund	discretionary_admin_removals_n	removals	discipline_pop	y2	x2
057905108	057905108	Elementary	108	BAYLES EL	491	571	29.3	62.7	5.1	1	0	0	1.8	98.4	51.1	63.3	1	y	70.1149425287356	77	40	98.1 to 99	2019	85.7	84	77	 0.933 	78	0.522727272727273	0.522727272727273	23	4.07331975560081	0.0350262697022767	68	Teachersexpectmoststudentsinthisschooltogotocollege.	31	70.9677419354839	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	25	56	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	38	65.7894736842105	Howsimilarareyourschool'sprioritiestowhatyouthinktheyshouldbe?*	39	56.4102564102564	Teachersinthisschooltrusteachother	25	88	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	25	84	IamsatisfiedwiththerecognitionIreceivefordoingagoodjob.	39	53.8461538461538	Theprincipalhasconfidenceintheexpertiseoftheteachers.	25	52	Itrusttheprincipalathisorherword.	25	56	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	25	48	Theprincipallooksoutforthepersonalwelfareofthefacultymembers.	25	60	Iusuallylookforwardtoworkingeachdayatthisschool.	39	53.8461538461538	IbelieveIworkinanenvironmentofsupportandrespect.	39	64.1025641025641	69.3548387096774	82.258064516129	54	56.6666666666667	57.7142857142857	88	261	34	62	41	46	183	0.05	0.05	24	24	23	44	20	32.800919	-96.706937
057905109	057905109	Elementary	109	W A BLAIR EL	590	645	37.3	58.1	2.2	0.8	0	0	1.5	96.4	42.9	54.9	1	y	78	84	47	96.1 to 97	2019	86.6	91	89	 1.000 	100	0.409090909090909	0.409090909090909	-999	2.88135593220339	0.0263565891472868	90.9	Teachersexpectmoststudentsinthisschooltogotocollege.	39	92.3076923076923	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	35	82.8571428571429	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	58	93.1034482758621	Howsimilarareyourschool'sprioritiestowhatyouthinktheyshouldbe?*	59	88.135593220339	Teachersinthisschooltrusteachother	35	88.5714285714286	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	35	88.5714285714286	IamsatisfiedwiththerecognitionIreceivefordoingagoodjob.	57	85.9649122807018	Theprincipalhasconfidenceintheexpertiseoftheteachers.	35	91.4285714285714	Itrusttheprincipalathisorherword.	35	82.8571428571429	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	35	82.8571428571429	Theprincipallooksoutforthepersonalwelfareofthefacultymembers.	35	88.5714285714286	Iusuallylookforwardtoworkingeachdayatthisschool.	58	93.1034482758621	IbelieveIworkinanenvironmentofsupportandrespect.	58	93.1034482758621	93.3901918976546	96.5811965811966	89.047619047619	86.4818024263432	88.5714285714286	91.4285714285714	300	32	70	47	85	234	0.05	0.05	22	21	9	22	17	32.709064	-96.689257
057905110	057905110	Elementary	110	ANNIE WEBB BLANTON EL	657	715	14.5	82.6	2	0.3	0.2	0	0.5	95.6	61.5	69.4	1	y	70.1298701298701	91	57	95.1 to 96	2019	90.2	89	85	 0.191 	52	1	1	-999	1.36986301369863	0.0125874125874126	76.6	Teachersexpectmoststudentsinthisschooltogotocollege.	48	91.6666666666667	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	40	62.5	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	65	70.7692307692308	Howsimilarareyourschool'sprioritiestowhatyouthinktheyshouldbe?*	66	80.3030303030303	Teachersinthisschooltrusteachother	40	80	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	40	75	IamsatisfiedwiththerecognitionIreceivefordoingagoodjob.	66	65.1515151515152	Theprincipalhasconfidenceintheexpertiseoftheteachers.	40	67.5	Itrusttheprincipalathisorherword.	40	65	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	40	67.5	Theprincipallooksoutforthepersonalwelfareofthefacultymembers.	39	74.3589743589744	Iusuallylookforwardtoworkingeachdayatthisschool.	66	72.7272727272727	IbelieveIworkinanenvironmentofsupportandrespect.	66	71.2121212121212	82.4427480916031	93.3566433566434	65	66.3125948406677	69.4244604316547	82.9113924050633	308	13	48	54	101	216	0.05	0.05	24	20	9	9	9	32.751615	-96.669226
057905112	057905112	Elementary	112	JAMES BOWIE EL	468	518	4.1	93.2	2.1	0.4	0.2	0	0	97.9	70.1	78.8	1	y	66.6666666666667	84	46	97.1 to 98	2019	87.4	93	91	 0.997 	88	1	1	-999	1.92307692307692	0.0173745173745174	83.9	Teachersexpectmoststudentsinthisschooltogotocollege.	34	91.1764705882353	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	27	88.8888888888889	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	45	80	Howsimilarareyourschool'sprioritiestowhatyouthinktheyshouldbe?*	46	82.6086956521739	Teachersinthisschooltrusteachother	27	70.3703703703704	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	27	81.4814814814815	IamsatisfiedwiththerecognitionIreceivefordoingagoodjob.	45	84.4444444444444	Theprincipalhasconfidenceintheexpertiseoftheteachers.	27	88.8888888888889	Itrusttheprincipalathisorherword.	27	85.1851851851852	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	27	77.7777777777778	Theprincipallooksoutforthepersonalwelfareofthefacultymembers.	25	84	Iusuallylookforwardtoworkingeachdayatthisschool.	46	76.0869565217391	IbelieveIworkinanenvironmentofsupportandrespect.	46	84.7826086956522	85.2459016393443	92.1182266009852	83.125	79.8687089715536	84.4086021505376	78.7037037037037	225	23	35	31	61	150	0.05	0.05	19	18	9	9	9	32.752274	-96.815200
057905114	057905114	Elementary	114	JOHN NEELY BRYAN EL	391	419	57.3	39.6	1	1.3	0	0	0.8	98.7	31.2	48.3	1	y	61.8181818181818	72	37	98.1 to 99	2019	88.9	85	79	 0.331 	65	0.195652173913043	0.195652173913043	-999	5.62659846547315	0.0525059665871122	75.4	Teachersexpectmoststudentsinthisschooltogotocollege.	18	72.2222222222222	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	13	61.5384615384615	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	21	71.4285714285714	Howsimilarareyourschool'sprioritiestowhatyouthinktheyshouldbe?*	23	73.9130434782609	Teachersinthisschooltrusteachother	13	84.6153846153846	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	13	76.9230769230769	IamsatisfiedwiththerecognitionIreceivefordoingagoodjob.	23	78.2608695652174	Theprincipalhasconfidenceintheexpertiseoftheteachers.	13	69.2307692307692	Itrusttheprincipalathisorherword.	13	84.6153846153846	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	13	69.2307692307692	Theprincipallooksoutforthepersonalwelfareofthefacultymembers.	13	76.9230769230769	Iusuallylookforwardtoworkingeachdayatthisschool.	23	86.9565217391304	IbelieveIworkinanenvironmentofsupportandrespect.	22	81.8181818181818	75.8426966292135	87.962962962963	58.974358974359	70.3056768558952	72.5274725274725	86.5384615384615	220	25	42	40	29	136	0.05	0.05	30	31	9	46	22	32.711129	-96.794861
057905115	057905115	Elementary	115	HARRELL BUDD EL	487	514	34.3	63.4	0.6	0.8	0	0	0.8	98.6	47.6	59.5	1	y	73.9299610894942	79	41	98.1 to 99	2019	80.1	78	67	 0.016 	32	0.2	0.2	-999	3.28542094455852	0.0311284046692607	70.8	Teachersexpectmoststudentsinthisschooltogotocollege.	38	76.3157894736842	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	31	61.2903225806452	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	58	72.4137931034483	Howsimilarareyourschool'sprioritiestowhatyouthinktheyshouldbe?*	59	66.1016949152542	Teachersinthisschooltrusteachother	31	51.6129032258064	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	31	64.5161290322581	IamsatisfiedwiththerecognitionIreceivefordoingagoodjob.	59	66.1016949152542	Theprincipalhasconfidenceintheexpertiseoftheteachers.	31	74.1935483870968	Itrusttheprincipalathisorherword.	31	77.4193548387097	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	31	80.6451612903226	Theprincipallooksoutforthepersonalwelfareofthefacultymembers.	31	74.1935483870968	Iusuallylookforwardtoworkingeachdayatthisschool.	59	77.9661016949153	IbelieveIworkinanenvironmentofsupportandrespect.	59	69.4915254237288	78.8461538461538	78.9473684210526	62.1621621621622	62.4787775891341	73.7327188940092	68.5483870967742	257	33	55	42	60	190	0.05	0.05	12	12	9	45	16	32.721944	-96.814909
057905116	057905116	Elementary	116	DAVID G BURNET EL	644	683	2.6	96.1	0.9	0.2	0	0	0.2	98.9	85.7	88.7	1	y	68.3908045977011	90	53	98.1 to 99	2019	89.4	91	89	 1.000 	100	1	1	-999	1.39751552795031	0.0131771595900439	96.2	Teachersexpectmoststudentsinthisschooltogotocollege.	48	97.9166666666667	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	39	100	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	67	91.044776119403	Howsimilarareyourschool'sprioritiestowhatyouthinktheyshouldbe?*	68	97.0588235294118	Teachersinthisschooltrusteachother	39	89.7435897435898	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	38	94.7368421052632	IamsatisfiedwiththerecognitionIreceivefordoingagoodjob.	68	95.5882352941177	Theprincipalhasconfidenceintheexpertiseoftheteachers.	39	100	Itrusttheprincipalathisorherword.	39	100	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	39	97.4358974358974	Theprincipallooksoutforthepersonalwelfareofthefacultymembers.	39	97.4358974358974	Iusuallylookforwardtoworkingeachdayatthisschool.	68	95.5882352941177	IbelieveIworkinanenvironmentofsupportandrespect.	68	91.1764705882353	95.9334565619224	98.9547038327526	100	88.0882352941177	98.5347985347985	95.4838709677419	348	31	62	54	91	238	0.05	0.05	19	18	9	9	9	32.876410	-96.868753
057905117	057905117	Elementary	117	RUFUS C BURLESON EL	619	656	40.9	55.7	1.9	0.6	0	0	0.8	98.5	43.1	57.5	1	y	59.9455040871935	63	33	98.1 to 99	2019	87.8	88	84	 0.996 	87	0.357894736842105	0.357894736842105	34	9.8546042003231	0.0929878048780488	67.8	Teachersexpectmoststudentsinthisschooltogotocollege.	41	78.0487804878049	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	37	62.1621621621622	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	58	68.9655172413793	Howsimilarareyourschool'sprioritiestowhatyouthinktheyshouldbe?*	59	57.6271186440678	Teachersinthisschooltrusteachother	36	58.3333333333333	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	37	59.4594594594595	IamsatisfiedwiththerecognitionIreceivefordoingagoodjob.	59	69.4915254237288	Theprincipalhasconfidenceintheexpertiseoftheteachers.	37	62.1621621621622	Itrusttheprincipalathisorherword.	37	54.0540540540541	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	37	51.3513513513513	Theprincipallooksoutforthepersonalwelfareofthefacultymembers.	36	58.3333333333333	Iusuallylookforwardtoworkingeachdayatthisschool.	59	66.1016949152542	IbelieveIworkinanenvironmentofsupportandrespect.	58	58.6206896551724	76.545842217484	84.1463414634146	56.3063063063063	58.3333333333333	59.3023255813954	72.108843537415	367	47	66	51	56	220	0.05	0.05	17	14	34	95	61	32.719395	-96.713031
057905118	057905118	Elementary	118	W W BUSHMAN EL	423	482	62.6	31.9	0.9	1.2	2.8	0.2	0.2	99.8	28.1	42.3	1	y	68.5567010309278	85	48	99.1 to 100	2019	87.8	83	75	 1.000 	100	0.361111111111111	0.361111111111111	13	5.20094562647754	0.045643153526971	90.6	Teachersexpectmoststudentsinthisschooltogotocollege.	35	97.1428571428571	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	29	93.1034482758621	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	52	88.4615384615385	Howsimilarareyourschool'sprioritiestowhatyouthinktheyshouldbe?*	53	88.6792452830189	Teachersinthisschooltrusteachother	29	89.6551724137931	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	29	89.6551724137931	IamsatisfiedwiththerecognitionIreceivefordoingagoodjob.	53	79.2452830188679	Theprincipalhasconfidenceintheexpertiseoftheteachers.	29	93.1034482758621	Itrusttheprincipalathisorherword.	29	86.2068965517241	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	29	89.6551724137931	Theprincipallooksoutforthepersonalwelfareofthefacultymembers.	29	86.2068965517241	Iusuallylookforwardtoworkingeachdayatthisschool.	53	86.7924528301887	IbelieveIworkinanenvironmentofsupportandrespect.	53	81.1320754716981	91.6666666666667	97.1291866028708	93.6781609195402	82.7651515151515	88.5572139303483	89.6551724137931	194	6	44	45	38	133	0.05	0.05	29	29	13	36	22	32.708044	-96.773643
057905119	057905119	Elementary	119	CHAPEL HILL PREPARATORY-A PERSONAL	474	509	3.2	90.9	3.8	0.6	0.2	0.2	1.1	94.7	71.7	74.9	1	y	72.0306513409962	88	51	94.1 to 95	2019	92.3	87	82	 0.575 	73	1	1	-999	1.89873417721519	0.0176817288801572	79.1	Teachersexpectmoststudentsinthisschooltogotocollege.	37	94.5945945945946	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	30	73.3333333333333	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	51	82.3529411764706	Howsimilarareyourschool'sprioritiestowhatyouthinktheyshouldbe?*	52	88.4615384615385	Teachersinthisschooltrusteachother	30	63.3333333333333	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	30	70	IamsatisfiedwiththerecognitionIreceivefordoingagoodjob.	52	71.1538461538462	Theprincipalhasconfidenceintheexpertiseoftheteachers.	30	80	Itrusttheprincipalathisorherword.	30	66.6666666666667	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	30	70	Theprincipallooksoutforthepersonalwelfareofthefacultymembers.	30	73.3333333333333	Iusuallylookforwardtoworkingeachdayatthisschool.	52	75	IbelieveIworkinanenvironmentofsupportandrespect.	52	82.6923076923077	87.6811594202899	91.8918918918919	75	74.6153846153846	71.9047619047619	73.3333333333333	261	20	53	38	77	188	0.05	0.05	37	37	9	9	9	32.918832	-96.865776
057905120	057905120	Elementary	120	F P CAILLET EL	668	704	4	93.3	2.2	0.3	0	0.1	0	91.9	75.1	79.6	1	y	72.5067385444744	86	50	91.1 to 92	2019	94.3	87	82	 1.000 	100	0.5625	0.5625	-999	1.64670658682635	0.015625	75.3	Teachersexpectmoststudentsinthisschooltogotocollege.	40	92.5	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	32	62.5	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	59	67.7966101694915	Howsimilarareyourschool'sprioritiestowhatyouthinktheyshouldbe?*	60	70	Teachersinthisschooltrusteachother	32	78.125	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	32	75	IamsatisfiedwiththerecognitionIreceivefordoingagoodjob.	59	61.0169491525424	Theprincipalhasconfidenceintheexpertiseoftheteachers.	32	81.25	Itrusttheprincipalathisorherword.	32	75	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	32	65.625	Theprincipallooksoutforthepersonalwelfareofthefacultymembers.	32	71.875	Iusuallylookforwardtoworkingeachdayatthisschool.	59	79.6610169491525	IbelieveIworkinanenvironmentofsupportandrespect.	59	74.5762711864407	76.7441860465116	90	64.5833333333333	69.2699490662139	72.7678571428571	78.125	371	18	72	55	124	269	0.05	0.05	22	20	9	16	11	32.888449	-96.874461
057905121	057905121	Elementary	121	JOHN W CARPENTER EL	307	360	58.6	37.8	1.3	1	0.3	0	1	95.8	20.2	45.9	1	y	60.4395604395604	60	32	95.1 to 96	2019	85.2	80	70	 0.898 	78	0.36	0.36	-999	6.51465798045603	0.0555555555555556	77.8	Teachersexpectmoststudentsinthisschooltogotocollege.	24	79.1666666666667	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	21	85.7142857142857	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	32	90.625	Howsimilarareyourschool'sprioritiestowhatyouthinktheyshouldbe?*	34	76.4705882352941	Teachersinthisschooltrusteachother	21	61.9047619047619	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	21	76.1904761904762	IamsatisfiedwiththerecognitionIreceivefordoingagoodjob.	33	81.8181818181818	Theprincipalhasconfidenceintheexpertiseoftheteachers.	21	80.9523809523809	Itrusttheprincipalathisorherword.	21	80.9523809523809	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	21	80.9523809523809	Theprincipallooksoutforthepersonalwelfareofthefacultymembers.	21	85.7142857142857	Iusuallylookforwardtoworkingeachdayatthisschool.	33	72.7272727272727	IbelieveIworkinanenvironmentofsupportandrespect.	33	75.7575757575758	84.2911877394636	82.6388888888889	80.1587301587302	68.7878787878788	80.8219178082192	70.2380952380952	182	25	41	28	16	110	0.05	0.05	33	30	9	25	20	32.695226	-96.853163
057905122	057905122	Elementary	122	C F CARR EL	339	375	55.5	39.5	2.9	0.3	1.5	0	0.3	99.4	34.2	53.4	1	y	66.6666666666667	83	45	99.1 to 100	2019	87.4	85	79	 0.503 	72	0.160714285714286	0.160714285714286	-999	10.0294985250737	0.0906666666666667	91.3	Teachersexpectmoststudentsinthisschooltogotocollege.	33	96.969696969697	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	24	91.6666666666667	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	50	88	Howsimilarareyourschool'sprioritiestowhatyouthinktheyshouldbe?*	51	84.3137254901961	Teachersinthisschooltrusteachother	24	91.6666666666667	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	24	91.6666666666667	IamsatisfiedwiththerecognitionIreceivefordoingagoodjob.	50	86	Theprincipalhasconfidenceintheexpertiseoftheteachers.	23	95.6521739130435	Itrusttheprincipalathisorherword.	24	87.5	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	24	83.3333333333333	Theprincipallooksoutforthepersonalwelfareofthefacultymembers.	24	91.6666666666667	Iusuallylookforwardtoworkingeachdayatthisschool.	51	86.2745098039216	IbelieveIworkinanenvironmentofsupportandrespect.	51	88.2352941176471	93.5802469135802	97.9695431472081	90.2777777777778	84.4793713163065	87.4251497005988	93.75	237	24	41	42	51	158	0.05	0.05	45	36	9	56	34	32.787886	-96.852379
057905125	057905125	Elementary	125	CASA VIEW EL	691	757	4.2	91	3.3	0	1.3	0	0.1	92.8	63.8	67.9	1	y	71.4681440443213	91	57	92.1 to 93	2019	94.0	84	77	 1.000 	100	0.6	0.6	-999	1.73661360347323	0.0158520475561427	68	Teachersexpectmoststudentsinthisschooltogotocollege.	47	85.1063829787234	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	37	45.945945945946	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	64	62.5	Howsimilarareyourschool'sprioritiestowhatyouthinktheyshouldbe?*	65	52.3076923076923	Teachersinthisschooltrusteachother	39	74.3589743589744	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	39	74.3589743589744	IamsatisfiedwiththerecognitionIreceivefordoingagoodjob.	65	50.7692307692308	Theprincipalhasconfidenceintheexpertiseoftheteachers.	38	57.8947368421053	Itrusttheprincipalathisorherword.	39	51.2820512820513	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	39	48.7179487179487	Theprincipallooksoutforthepersonalwelfareofthefacultymembers.	39	56.4102564102564	Iusuallylookforwardtoworkingeachdayatthisschool.	65	63.0769230769231	IbelieveIworkinanenvironmentofsupportandrespect.	64	54.6875	71.7054263565892	89.6428571428572	56.0344827586207	59.2592592592593	54.4117647058823	76.9230769230769	361	14	43	54	147	258	0.05	0.05	26	26	9	15	12	32.845699	-96.676023
057905126	057905126	Elementary	126	CENTRAL EL	587	629	17.9	54.9	24.7	0.3	0	0	2.2	91.7	37.6	49.4	1	y	78.5454545454545	93	67	91.1 to 92	2019	86.9	87	82	 1.000 	100	0.75	0.75	-999	1.53321976149915	0.014308426073132	90.5	Teachersexpectmoststudentsinthisschooltogotocollege.	40	97.5	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	34	91.1764705882353	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	62	95.1612903225807	Howsimilarareyourschool'sprioritiestowhatyouthinktheyshouldbe?*	63	93.6507936507936	Teachersinthisschooltrusteachother	34	76.4705882352941	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	34	82.3529411764706	IamsatisfiedwiththerecognitionIreceivefordoingagoodjob.	63	87.3015873015873	Theprincipalhasconfidenceintheexpertiseoftheteachers.	34	85.2941176470588	Itrusttheprincipalathisorherword.	33	81.8181818181818	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	34	79.4117647058823	Theprincipallooksoutforthepersonalwelfareofthefacultymembers.	34	82.3529411764706	Iusuallylookforwardtoworkingeachdayatthisschool.	63	93.6507936507936	IbelieveIworkinanenvironmentofsupportandrespect.	63	92.0634920634921	96.2151394422311	97.0833333333333	87.2549019607843	90.6349206349206	85.6540084388186	86.0294117647059	275	4	32	63	117	216	0.05	0.05	12	12	9	12	9	32.657169	-96.537453
057905128	057905128	Elementary	128	MARTIN LUTHER KING JR LEARNING CEN	418	492	71.8	23.4	1	2.4	0.2	0	1.2	100	20.1	46.2	1	y	81.8548387096774	83	45	99.1 to 100	2019	82.7	97	96	 0.199 	53	1	1	-999	2.15311004784689	0.0182926829268293	99.4	Teachersexpectmoststudentsinthisschooltogotocollege.	35	100	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	26	100	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	53	96.2264150943396	Howsimilarareyourschool'sprioritiestowhatyouthinktheyshouldbe?*	54	96.2962962962963	Teachersinthisschooltrusteachother	26	100	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	26	100	IamsatisfiedwiththerecognitionIreceivefordoingagoodjob.	54	98.1481481481482	Theprincipalhasconfidenceintheexpertiseoftheteachers.	26	100	Itrusttheprincipalathisorherword.	26	100	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	26	100	Theprincipallooksoutforthepersonalwelfareofthefacultymembers.	26	100	Iusuallylookforwardtoworkingeachdayatthisschool.	54	96.2962962962963	IbelieveIworkinanenvironmentofsupportandrespect.	54	96.2962962962963	98.8344988344988	100	99.3589743589744	98.1481481481482	100	100	248	31	77	61	34	203	0.05	0.05	19	4	9	9	9	32.760840	-96.772734
057905129	057905129	Elementary	129	S S CONNER EL	586	716	48.8	46.8	1.7	0.7	0.3	0	1.7	98.5	38.2	51.9	1	y	70.3703703703704	80	42	98.1 to 99	2019	85.2	88	84	 1.000 	100	1	1	-999	1.5358361774744	0.0125698324022346	74.1	Teachersexpectmoststudentsinthisschooltogotocollege.	40	77.5	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	32	65.625	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	57	82.4561403508772	Howsimilarareyourschool'sprioritiestowhatyouthinktheyshouldbe?*	57	70.1754385964912	Teachersinthisschooltrusteachother	34	73.5294117647059	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	34	73.5294117647059	IamsatisfiedwiththerecognitionIreceivefordoingagoodjob.	58	77.5862068965517	Theprincipalhasconfidenceintheexpertiseoftheteachers.	34	76.4705882352941	Itrusttheprincipalathisorherword.	34	61.7647058823529	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	34	61.7647058823529	Theprincipallooksoutforthepersonalwelfareofthefacultymembers.	34	67.6470588235294	Iusuallylookforwardtoworkingeachdayatthisschool.	58	79.3103448275862	IbelieveIworkinanenvironmentofsupportandrespect.	58	75.8620689655172	81.917211328976	81.4345991561182	65.625	73.5751295336787	68.4873949579832	73.5294117647059	243	27	55	28	61	171	0.05	0.05	25	24	9	9	9	32.808082	-96.695046
057905130	057905130	Elementary	130	LEILA P COWART EL	577	593	0.5	97.4	1.4	0.5	0	0	0.2	95	62.9	69	1	y	68.3006535947712	87	50	94.1 to 95	2019	91.2	97	96	 1.000 	100	1	1	-999	1.55979202772964	0.015177065767285	96.5	Teachersexpectmoststudentsinthisschooltogotocollege.	42	97.6190476190476	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	34	97.0588235294118	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	59	96.6101694915254	Howsimilarareyourschool'sprioritiestowhatyouthinktheyshouldbe?*	60	95	Teachersinthisschooltrusteachother	33	87.8787878787879	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	33	90.9090909090909	IamsatisfiedwiththerecognitionIreceivefordoingagoodjob.	60	95	Theprincipalhasconfidenceintheexpertiseoftheteachers.	33	96.969696969697	Itrusttheprincipalathisorherword.	33	96.969696969697	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	33	96.969696969697	Theprincipallooksoutforthepersonalwelfareofthefacultymembers.	33	96.969696969697	Iusuallylookforwardtoworkingeachdayatthisschool.	60	95	IbelieveIworkinanenvironmentofsupportandrespect.	60	95	97.2803347280335	98.804780876494	97.5490196078431	95.1666666666667	97.8354978354978	92.4242424242424	306	21	57	36	95	209	0.05	0.05	20	16	9	9	9	32.727930	-96.869860
